Name,Count
Silverstein,6576
Hume,6573
Lowell,6569
Copley,6568
Hazelwood,6567
Rawlins,6566
Horsley,6565
Cobbs,6565
Karl,6564
Beaudoin,6562
Stocker,6561
Scribner,6558
Erdman,6558
Brophy,6557
Baines,6557
Mallett,6556
Barcia,6555
Mccleary,6554
Gower,6554
Giese,6553
Mathes,6553
Neilson,6553
Ladner,6551
Beiler,6549
Yin,6548
Marlowe,6543
Recinos,6540
Tibbetts,6538
Lehr,6537
Marston,6535
Mouton,6535
Plank,6534
Toole,6534
Morelli,6532
Ferrante,6532
Corn,6528
Alberto,6528
Sorto,6523
Buell,6522
Bias,6518
Caraway,6517
Emanuel,6517
Howerton,6516
Delao,6515
Chaplin,6513
Gottlieb,6509
Grenier,6509
Hermosillo,6508
Cotto,6506
Mohler,6506
Nuno,6506
Lohr,6506
Strait,6505
Yocum,6504
Rashid,6504
Ruble,6503
Arreguin,6501
Catron,6501
Doane,6501
Wyant,6498
Melancon,6496
Lizarraga,6494
Donnell,6494
Hartzell,6494
Denison,6490
Alfred,6490
Sauls,6490
Saucier,6489
Giraldo,6489
Brigham,6485
Pohl,6485
Rosenfeld,6484
Stebbins,6484
Cushing,6480
Canter,6477
Billups,6475
Valentino,6474
Newhouse,6471
Campo,6470
Hatley,6468
Hack,6468
Rathbun,6467
Atherton,6466
Laing,6465
Pablo,6462
Sheikh,6462
Witmer,6461
Chitwood,6461
Rigby,6458
August,6456
Weil,6455
Stowell,6455
Kissinger,6455
Deane,6454
Ingalls,6453
Fee,6453
Blanchette,6452
Blaine,6451
Quan,6451
Eberhardt,6450
Rounds,6447
Abad,6446
Walther,6444
Payan,6443
Messick,6441
Abercrombie,6439
Roundtree,6439
Marker,6438
Matthew,6436
Krantz,6436
Groth,6434
Yepez,6433
Chevalier,6431
Ritz,6430
Fell,6429
Babin,6426
Umana,6426
Theis,6425
Theriot,6424
Gist,6422
Soper,6421
Bogart,6420
Garces,6420
Hann,6420
Money,6420
Torrence,6419
Saechao,6419
Medlock,6416
Gammon,6415
Dollar,6414
Bolling,6414
Mumford,6413
Crittenden,6411
Hixson,6408
Obryan,6408
Albanese,6407
Delapaz,6404
Aguero,6402
Haynie,6400
Olivier,6400
Prichard,6400
Fairley,6398
Rawson,6395
Quirk,6392
Mudd,6391
Mchale,6391
Fulkerson,6391
Wyrick,6391
Carswell,6390
Ingersoll,6388
Hartnett,6387
Lett,6385
Dawes,6383
Hsieh,6382
Fawcett,6381
Lefebvre,6381
Pinkney,6378
Kwiatkowski,6377
Agustin,6375
Fike,6374
Hochstetler,6372
Soule,6372
Felipe,6370
Perrone,6368
Albarran,6366
Kempf,6364
Ramires,6362
Wingfield,6362
Gault,6360
Izaguirre,6358
Larkins,6357
Book,6356
Grillo,6355
Bunnell,6355
Mulholland,6353
Machuca,6351
Jarman,6351
Pape,6350
Bay,6350
Reza,6349
Warrick,6347
Huss,6346
Orth,6345
Wampler,6345
Lemoine,6343
Pender,6340
Galaviz,6339
Alejo,6339
Spiegel,6338
Baylor,6336
Hewett,6336
Landaverde,6336
Hoagland,6335
Wimmer,6334
Buehler,6333
Emerick,6333
Karnes,6333
Carty,6332
Pfaff,6331
Ozuna,6327
Kingsbury,6325
Cifuentes,6325
Luevano,6324
Shreve,6321
Mccrea,6320
Mclellan,6318
Gaynor,6318
Myer,6317
Parsley,6315
Mangan,6315
Passmore,6314
Manns,6312
Overby,6311
Morehouse,6309
Kocher,6308
Rohr,6308
Alger,6306
Musselman,6306
Mccluskey,6301
Runyan,6301
Halvorson,6298
Speck,6297
Weddle,6296
Hodson,6296
Palmieri,6296
Miracle,6291
Mansour,6291
Guerin,6291
Tinker,6291
Carrigan,6290
Kamara,6288
Cundiff,6283
Hardee,6283
Boylan,6280
Linden,6276
Pilgrim,6275
Dee,6275
Rascon,6274
Hassell,6273
Pitcher,6272
Probst,6271
Tait,6271
Mccants,6270
Milan,6268
Chambliss,6268
Doucet,6267
Silveira,6267
Rizo,6266
Barham,6266
Almazan,6265
Sprinkle,6265
Vandiver,6263
Chilton,6263
Schatz,6261
Oster,6259
Milne,6258
Whitehouse,6258
Vanderpool,6257
Gilligan,6257
Faria,6257
Rood,6254
Dew,6252
Duffey,6251
Dejong,6249
Browder,6249
Friedrich,6249
Ingraham,6248
Bumgarner,6246
Schenck,6245
Nam,6244
Labelle,6242
Dinkins,6242
Jacinto,6238
Jorge,6236
Rule,6236
Flemming,6234
Sellars,6232
Medellin,6231
Engstrom,6229
Thach,6229
Alberts,6229
Blanks,6229
Tse,6227
Stockman,6226
Munroe,6226
Duhon,6223
Coffee,6223
Hillard,6223
Ream,6222
Bruton,6221
Roa,6221
Tribble,6220
Brake,6220
Marley,6220
Ignacio,6219
Shine,6217
Click,6216
Moritz,6216
Cowles,6215
Harbison,6215
Mcswain,6213
Chinn,6211
Yip,6208
Saravia,6207
Gabbard,6205
Watanabe,6204
Bae,6203
Burd,6202
Varga,6201
Alegria,6200
Homer,6198
Kirkman,6197
Engler,6194
Burwell,6193
Callaghan,6191
Meacham,6190
Mohan,6188
Atchley,6187
Rhoden,6187
Tapp,6186
Osgood,6186
Chairez,6186
Geisler,6185
Hershey,6182
Castrejon,6180
Dipietro,6180
Nolte,6180
Searles,6178
Word,6177
Stumpf,6173
Strader,6172
Obregon,6172
Bayless,6171
Northcutt,6170
Pennell,6170
Lemmon,6170
Diep,6168
Chalmers,6166
Weiland,6163
Trask,6162
Cooks,6157
Lui,6156
Latta,6155
Wilber,6155
Ashmore,6155
Salyers,6152
Monzon,6151
Edmunds,6151
Bojorquez,6147
Orona,6145
Yim,6144
Lockard,6141
Diego,6141
Harold,6141
Ligon,6140
Stilwell,6138
Settles,6137
Dossantos,6137
Earls,6136
Kellum,6136
Mandujano,6133
Denman,6133
Castano,6133
Tedesco,6133
Alderson,6130
Arvizu,6130
Bedolla,6127
Coakley,6127
Ismail,6126
Brister,6123
Xiao,6123
Elmer,6119
Shaughnessy,6117
Christopherson,6115
Serra,6114
Paradis,6113
Nowell,6112
Massa,6111
Edens,6110
Wooley,6109
Lamm,6105
Cravens,6104
Gosselin,6104
Aguila,6103
Radtke,6099
Strobel,6097
Hoch,6095
Deweese,6095
Renaud,6094
Lazar,6093
Humes,6093
Distefano,6091
Petit,6090
Barnum,6090
Evenson,6088
Avendano,6086
Zahn,6086
Hesse,6084
Chaudhry,6084
Mcginty,6084
Fielding,6081
Berndt,6081
Strickler,6079
Funes,6079
Gong,6079
Hamann,6078
Kuhlman,6078
Hilbert,6077
Mayers,6076
Paschal,6075
Plaza,6075
Lavelle,6074
Bergen,6074
Mcclary,6070
Gilpin,6070
Sonnier,6068
Thorp,6067
Berube,6067
Chaparro,6066
Marra,6065
Pinedo,6065
Whetstone,6064
Shaikh,6063
Castor,6063
Mulkey,6061
Ledoux,6058
Funderburk,6058
Hindman,6056
Nowicki,6056
Chaffee,6053
Maupin,6051
Scofield,6048
Sim,6047
Freese,6047
Bedard,6046
Abeyta,6046
Hollenbeck,6043
Klug,6041
Nason,6040
Parton,6039
Futrell,6038
Duron,6037
Cordes,6035
Duda,6034
Fender,6034
Lampkin,6034
Maes,6033
Ehrlich,6031
Bott,6029
Schaub,6027
Alva,6026
Almaguer,6023
Deckard,6022
Messenger,6022
Klotz,6021
Harr,6021
Bixler,6021
Shirey,6020
Kao,6018
Kimbrell,6016
Flack,6016
Roney,6015
Azevedo,6014
Fitts,6014
Ericson,6014
Luck,6008
Leonardo,6007
Guadarrama,6006
Papa,6005
Donofrio,6004
Crutcher,6004
Benefield,6004
Wiegand,6004
Armas,6002
Corbitt,6002
Carper,6002
Caskey,5997
Eicher,5997
Folk,5996
Baldridge,5996
Durst,5995
Vansickle,5994
Tankersley,5990
Rieger,5989
Bedell,5989
Quillen,5989
Maxfield,5987
Beaman,5980
Kipp,5978
Hossain,5978
Hubbell,5977
Izquierdo,5974
Caban,5974
Sipe,5974
Costanzo,5970
Hemingway,5970
Hoffer,5969
Krohn,5969
Slate,5969
Truax,5968
Mclaren,5968
Schick,5967
Kiernan,5966
Geist,5966
Sadowski,5965
Hendershot,5963
Downes,5956
Mcginn,5955
Llewellyn,5955
Bard,5953
Federico,5951
Peraza,5949
Radcliffe,5948
Jacks,5946
Stitt,5946
Eberle,5944
Buie,5943
Doerr,5942
Larry,5942
Shriver,5942
Garnica,5941
Gerdes,5940
Pardue,5940
Boardman,5938
Quiroga,5937
Deering,5936
Gourley,5934
Delcid,5933
Bridge,5933
Grimaldo,5931
Beer,5931
Bettis,5931
Banta,5931
Bloomfield,5928
Koerner,5928
Fore,5927
Reinke,5926
Dizon,5924
Frierson,5923
Marcotte,5923
Bentz,5923
Thurmond,5922
Mink,5922
Suazo,5921
Sorrells,5921
Wingo,5913
Hartwig,5913
Stoltz,5912
Neubauer,5911
Hatten,5907
Alt,5906
Tull,5904
Sayles,5902
Ochs,5901
Boatman,5899
Blakley,5898
Lao,5897
Malinowski,5895
Markle,5893
Teeter,5892
Decarlo,5889
Fancher,5888
Leos,5888
Sturgis,5885
Fritts,5883
Kahler,5881
Remington,5881
Cory,5879
Crossley,5878
Maggio,5877
Baumgardner,5877
Tudor,5877
Hargett,5876
Schaller,5875
Vanburen,5874
Lombard,5873
Mustafa,5873
Kuhl,5872
Koonce,5870
Wen,5870
Thibault,5870
Spinks,5868
Cowley,5868
Buckman,5868
Dibble,5866
Hillis,5866
Halpin,5865
Jaffe,5865
Shupe,5861
Albano,5860
Karas,5858
Plant,5858
Milliken,5857
Mccaskill,5857
Nickell,5855
Theriault,5855
Mintz,5853
Crabb,5851
Bogle,5851
Treadwell,5851
Kibler,5849
Peeler,5848
Grimsley,5848
Gudino,5847
Nester,5847
Seale,5846
Stackhouse,5844
Frizzell,5840
Mincey,5839
Marchant,5834
Philip,5832
Turnage,5831
Wan,5831
Barner,5827
Blume,5826
Sandy,5826
Godsey,5826
Mcnamee,5825
Bellinger,5825
Behnke,5824
Bode,5824
Derby,5822
Montesdeoca,5820
Lanza,5819
Arceneaux,5818
Risner,5816
Mcclinton,5816
Daughtry,5816
Dorr,5814
Pelaez,5810
Dickman,5809
Oliphant,5808
Lally,5808
Antunez,5808
Elston,5803
Loeffler,5801
Prendergast,5800
Ballou,5800
Kilmer,5799
Ducharme,5797
Lux,5796
Marble,5796
Lippert,5794
Dearing,5794
Haire,5794
Palafox,5793
Darrow,5791
Mcgriff,5789
Tyrrell,5788
Sandifer,5786
Claxton,5786
Meagher,5784
Toy,5784
Harkness,5783
Hamill,5781
Bartz,5781
Moats,5778
Petro,5777
Moniz,5775
Hagler,5775
Stambaugh,5775
Zinn,5774
Huizar,5774
Esqueda,5773
Blood,5770
Schuman,5770
Hui,5769
Olmedo,5768
Loveland,5766
Balderrama,5766
Iqbal,5764
Gallego,5763
Wilk,5763
Sigmon,5760
Capers,5759
Rex,5758
Gregoire,5757
Sylvia,5756
Barden,5755
Beecher,5755
Khoury,5753
Pelton,5753
Penney,5752
Hagerty,5750
Mcgehee,5749
Alden,5748
Boring,5746
Pires,5746
Lachance,5744
Jaynes,5741
Banner,5739
Specht,5738
Hollister,5736
Brinker,5736
Sackett,5735
Bost,5734
Berryhill,5733
Mcauliffe,5733
Olinger,5732
Thompkins,5732
Hallett,5731
Meng,5729
Lawlor,5729
Karim,5729
Callender,5728
Cerna,5726
Hatchett,5726
Tolley,5726
Dana,5723
Nestor,5723
Nicholls,5722
Walston,5721
Voorhees,5720
Kinser,5720
Coward,5720
Cotten,5719
Scheer,5719
Blais,5718
Nabors,5718
Bayne,5716
Mcevoy,5713
Olive,5712
Campa,5709
Crayton,5709
Parkhurst,5708
Madigan,5707
Rhinehart,5707
Theisen,5707
Herold,5705
Lightner,5701
Riojas,5699
Monreal,5698
Trudeau,5697
Leatherman,5696
Gartner,5694
Angle,5693
Dilley,5692
Magill,5692
Benz,5691
Brummett,5690
Mccrory,5689
Macmillan,5688
Carmody,5688
Svoboda,5686
Bustillos,5684
Bivins,5681
Salvatore,5680
Chesser,5675
Gragg,5675
Helmer,5674
Carrico,5673
Phifer,5671
Maravilla,5669
Fogg,5669
Deck,5668
Rahn,5668
Arambula,5668
Northrup,5663
Witkowski,5662
Waits,5661
Byerly,5661
Dillman,5660
Boatright,5659
Rolon,5658
Marrs,5658
Thelen,5657
Fite,5656
Heintz,5655
Kirksey,5654
Scanlan,5654
Pierrelouis,5653
Savoie,5652
Suter,5648
Carmack,5648
Dreher,5644
Emory,5641
Terrill,5641
Hollander,5640
Mclane,5640
Mohammad,5639
Munger,5639
Hotchkiss,5639
Uddin,5639
Koon,5638
Kwong,5637
Goulet,5637
Byrum,5637
Hollinger,5634
Farina,5633
Laguna,5633
Zacarias,5633
Wold,5631
Worsham,5631
Tolson,5630
Hight,5629
Brenneman,5629
Briley,5629
Westcott,5626
Arbogast,5625
Coria,5625
Franzen,5621
Lamas,5621
Elizalde,5620
Agosto,5619
Laroche,5618
Honaker,5617
Mccomb,5616
Kowalczyk,5615
Vestal,5614
Kavanaugh,5611
Georges,5611
Gause,5610
Hickson,5610
Matta,5610
Salguero,5610
Milano,5609
Comeau,5609
Lowrey,5607
Dutcher,5605
Pipkin,5604
Sikora,5604
Marlin,5602
Christmas,5599
Fernando,5596
Hudak,5593
Coelho,5593
Kennard,5592
Pridgen,5591
Hendry,5591
Bane,5591
Ellingson,5590
Laboy,5590
Appleton,5588
Priddy,5586
Hibbs,5585
Rodman,5585
Helmick,5583
Landau,5582
Lessard,5582
Gaskill,5581
Macpherson,5579
Keeley,5578
Hanrahan,5578
Karp,5577
Slaton,5577
Abner,5577
Bromley,5576
Storms,5575
Lafrance,5574
Wendel,5572
Seely,5571
Mitchel,5570
Bartel,5568
Mao,5565
Cress,5565
Benally,5562
Mccraw,5561
Houk,5560
Dalessandro,5559
Sokol,5559
Philpot,5558
Appleby,5556
Crone,5555
Hawkes,5555
Olszewski,5554
Dancy,5551
Voyles,5551
Waldman,5549
Dever,5549
Marriott,5547
Celis,5546
Fouts,5545
Lejeune,5544
Viramontes,5544
Bagby,5542
Perrine,5541
Heisler,5539
Deason,5539
Petry,5538
Oberg,5537
Julien,5535
Shrestha,5535
Said,5535
Stancil,5532
Gu,5532
Thom,5531
Rivard,5530
Villar,5530
Carder,5529
Natale,5529
Conners,5528
Eagan,5528
Winder,5527
Bigham,5525
Ryals,5523
Truman,5521
Mortimer,5521
Dudek,5519
Matney,5518
Beckner,5516
Verdin,5515
Villeda,5514
Adrian,5514
Abram,5514
Sanmiguel,5513
Burcham,5512
Paulk,5511
Schutte,5511
Silvia,5511
Breland,5510
Dulaney,5507
Steinke,5506
Verma,5506
Woodman,5505
Bodnar,5502
Lees,5502
Hambrick,5501
Curtiss,5500
Tedder,5500
Brookins,5499
Nordstrom,5498
Rossman,5498
Birdsong,5498
Osteen,5497
Sabin,5496
Gonsalez,5495
Hageman,5494
Bramlett,5494
Deberry,5493
Rackley,5488
Harker,5485
Bracey,5485
Rickert,5483
Stricklin,5483
Mathieu,5483
Mielke,5482
Deming,5482
Brett,5482
Carothers,5480
Chartier,5479
Ruano,5478
Soler,5477
Alex,5476
Lenhart,5476
Baber,5474
Lefevre,5472
Brookshire,5472
Caton,5467
Halloran,5465
Lawhorn,5465
Furtado,5464
Widener,5464
Schauer,5463
Saad,5461
Riffle,5461
Stamm,5461
Headrick,5459
Kwok,5458
Kite,5457
Mciver,5457
Mapes,5456
Bushey,5456
Cronk,5456
Oquendo,5455
Amerson,5455
Bey,5453
Burgin,5453
Knecht,5452
Cawley,5451
Mcculley,5450
Reinert,5450
Lowder,5449
Vermillion,5449
Senn,5448
Hildebrandt,5448
Awad,5446
Speight,5445
Avant,5443
Constantino,5442
Degroot,5442
Korn,5442
Koons,5442
Judkins,5442
Pfister,5441
Oquinn,5439
Agarwal,5436
Markey,5435
Hamlett,5435
Luckey,5434
Mader,5434
Plata,5432
Mizell,5429
Hensel,5429
Beckley,5429
Ridgway,5429
Edelman,5428
Eggert,5427
Hagerman,5426
Lupo,5425
Mcardle,5424
Desrosiers,5423
Aycock,5422
Weiser,5421
Galdamez,5419
Spiller,5418
Beason,5414
Legrand,5413
Warwick,5411
Wayman,5411
Stillman,5411
Weatherspoon,5409
Levitt,5407
Reeve,5406
Pepe,5405
Cosme,5405
Gagliardi,5404
Jeong,5404
Bancroft,5404
Vice,5403
Garmon,5403
Loucks,5403
Faris,5401
Bolduc,5401
Burgett,5399
Demoss,5399
Hash,5397
Overman,5396
Delano,5392
Salley,5392
Pilcher,5391
Kephart,5390
Sink,5388
Magallon,5387
Conant,5386
Sterner,5385
Mahmood,5384
Monday,5379
Solberg,5379
Rothman,5379
Rittenhouse,5378
Dryden,5378
Harney,5376
Mar,5375
Schaaf,5375
Carino,5373
Cage,5372
Dhillon,5371
Harness,5371
Mauricio,5371
Casiano,5369
Studer,5368
Carruthers,5367
Brewington,5366
Grau,5365
Kreider,5365
Howlett,5364
Tarango,5360
Flinn,5359
Breeding,5358
Cabello,5358
Wortham,5358
Decastro,5354
Groce,5351
Penner,5349
Bhatt,5349
Squire,5349
Sievers,5349
Armbruster,5345
Peabody,5345
Dorado,5345
Busse,5344
Flournoy,5344
Mix,5344
Brazil,5343
Strawn,5343
Rego,5342
Kerley,5342
Mickens,5339
Skeen,5338
Neese,5335
Curl,5335
Mcphail,5333
Robey,5333
Barroso,5333
Spinelli,5332
Noah,5332
Piotrowski,5332
Pawlowski,5332
Klaus,5328
Govea,5327
Haupt,5327
Elwell,5326
Schroder,5325
Mcmillin,5323
Golding,5321
Babbitt,5320
Stith,5319
Cofield,5319
Whitmer,5317
Reel,5316
Pirtle,5315
Wolcott,5315
Wieland,5314
Mckean,5314
Spell,5313
Womble,5311
Fick,5311
Dandrea,5310
Swaim,5310
Muncy,5308
Schutz,5307
Reavis,5305
Moskowitz,5304
Hinman,5303
Delia,5301
Kavanagh,5301
Mick,5299
Woolard,5296
Reber,5295
Rai,5295
Peres,5294
Gillett,5293
Gadson,5291
Lampe,5290
Koski,5288
Rager,5287
Barriga,5286
Gaspard,5285
Grose,5285
Simonds,5284
Ringer,5283
Fix,5282
Burkhalter,5282
Brehm,5282
Malave,5278
Shumway,5278
Downer,5277
Witcher,5275
Schmit,5274
Suzuki,5274
Jamerson,5273
Constantine,5272
Paddock,5272
Bono,5272
Zajac,5270
Sansone,5270
Corson,5268
Giddings,5267
Naughton,5264
Newcomer,5263
Blessing,5263
Wyckoff,5262
Feliz,5261
Haun,5261
Hecker,5260
Kaylor,5260
Bosworth,5260
Leathers,5259
Haber,5258
Catlett,5258
Erskine,5258
Kato,5257
Zito,5257
Whittemore,5256
Bucci,5256
Mazariegos,5255
Tsosie,5255
Choy,5254
Vining,5253
Escoto,5249
Eastwood,5247
Ren,5247
Aronson,5247
Tew,5247
Bill,5246
Grow,5246
Hix,5244
Gerald,5244
Uhl,5244
Flory,5243
Esteban,5240
Burbank,5240
Baier,5238
Child,5237
Broom,5236
Riddell,5236
You,5234
Kile,5234
Gervais,5233
Radcliff,5232
Kratz,5231
Visser,5231
Steger,5231
Telles,5230
Ruggles,5228
Shattuck,5228
Gregorio,5228
Rumsey,5226
Delk,5222
Mahler,5222
Marmolejo,5221
Lechuga,5221
Alvey,5220
Cashman,5219
Dave,5218
Greaves,5217
Pattison,5217
Wesson,5217
Kahl,5215
Hulbert,5214
Robin,5212
Sherlock,5211
Melgoza,5211
Allgood,5210
Raab,5208
Dorsett,5208
Carcamo,5205
Colombo,5205
Wescott,5205
Wilmoth,5205
Pettus,5204
Macy,5203
Reiner,5202
Claiborne,5201
Oswalt,5198
Berumen,5195
Goodall,5193
Cairns,5192
Wiener,5191
Tallent,5191
Gambrell,5190
Mallon,5188
Esquibel,5187
Hafner,5187
Wester,5187
Stadler,5186
Ruppert,5186
Lander,5186
Manchester,5182
Milian,5181
Delosreyes,5177
Zak,5177
Woodring,5176
Bushnell,5176
Corpuz,5176
Leffler,5176
Veloz,5173
Berglund,5173
Skiles,5172
Cannady,5172
Fenn,5172
Eubank,5171
Paulus,5171
Peppers,5171
Showers,5171
Mak,5170
Cunha,5170
Scholz,5169
Cespedes,5168
Gambino,5168
Shoup,5164
Stricker,5164
Sauter,5163
Hardaway,5163
Endres,5163
Macgregor,5161
Wrenn,5160
Warnock,5159
Gaylord,5159
Stlouis,5158
Turman,5155
Stansbury,5152
Roscoe,5152
Garofalo,5152
Mcgough,5150
Abbey,5150
Mccandless,5149
Dominick,5149
Hartung,5148
Genovese,5147
Mccafferty,5147
Levinson,5147
Lemos,5147
Kiel,5146
Hammel,5146
Shrum,5146
Rigdon,5145
Matz,5143
Beane,5142
Kranz,5141
Yanes,5140
Runge,5139
Knighton,5139
Benfield,5138
Peake,5137
Henkel,5135
Depew,5135
Capone,5135
Delp,5134
Nalley,5134
Lalonde,5134
Shelly,5134
Wales,5133
Kain,5132
Persinger,5131
Rubalcava,5130
Marron,5129
Ohare,5128
Napoli,5127
Pugliese,5126
Majewski,5126
Hazlett,5122
Shaner,5121
Greenway,5120
Kellar,5120
Moralez,5120
Mcmullin,5119
Detweiler,5119
Devoe,5118
Reams,5118
Westerman,5117
Kizer,5116
Royce,5115
Eversole,5114
Groom,5114
Hunsaker,5114
Littrell,5111
Barrick,5111
Quijano,5110
Pizano,5110
Loggins,5109
Kershaw,5109
Race,5108
Cottle,5108
Dishman,5106
Brumbaugh,5103
Beachy,5102
Tatro,5102
Roebuck,5100
Gehring,5100
Cusick,5099
Leech,5099
Manion,5099
Martinelli,5099
Piedra,5098
Proulx,5096
Rae,5094
Youmans,5092
Turcotte,5092
Calle,5091
Hixon,5091
Egbert,5089
Massaro,5089
Lewin,5088
Brotherton,5086
Galbreath,5083
Burson,5082
Hammack,5080
Frazee,5078
Beauregard,5078
Standridge,5078
Forest,5076
Dore,5075
Vanbuskirk,5073
Donner,5068
Flatt,5068
Fidler,5068
Maloy,5068
Lattimore,5068
Carrell,5067
Townes,5067
Yen,5066
Toner,5065
Bierman,5064
Lammers,5061
Johanson,5061
Fall,5060
Gillum,5060
Fermin,5057
Satterwhite,5057
Runnels,5055
Heine,5054
Melson,5054
Muth,5054
Leak,5053
Hollowell,5053
Candelario,5053
Arrieta,5053
Marcos,5052
Nevins,5052
Roos,5051
Fricke,5048
Mach,5047
Talamantes,5047
Kenner,5045
Kitts,5045
Harriman,5045
Pagel,5043
Arora,5043
Bodine,5042
Hickerson,5041
Etter,5039
Messner,5039
Bissell,5039
Rome,5037
Ley,5037
Forester,5037
Dyke,5037
Ussery,5036
Daggett,5035
Frisch,5033
Coney,5032
Boyette,5032
Forde,5031
Haworth,5030
Briceno,5030
Parmer,5029
Brooke,5027
Amick,5026
Sawyers,5026
Willie,5025
Wojciechowski,5023
Rue,5023
Perron,5023
Calzada,5022
Poff,5021
Peavy,5016
Stanek,5014
Slusher,5014
Nicol,5012
Gainer,5012
Gladney,5012
Roll,5011
Ables,5010
Gottschalk,5010
Dinsmore,5008
Gerhardt,5007
Martineau,5006
Mcshane,5006
Granado,5004
Finger,5004
Vital,5004
Staub,5004
Torrey,5004
Elwood,5000
Mccown,5000
